Feature,Importance
cat__customer_city_manhuacu,0.0
cat__customer_city_manhumirim,0.0
cat__customer_city_manoel ribas,0.0
cat__customer_city_manoel viana,0.0
cat__customer_city_matozinhos,0.0
cat__customer_city_mansidao,0.0
cat__customer_city_mantena,0.0
cat__customer_city_mantenopolis,0.0
cat__customer_city_maquine,0.0
cat__customer_city_mar de espanha,0.0
cat__customer_city_mar vermelho,0.0
cat__customer_city_mara rosa,0.0
cat__customer_city_maraba,0.0
cat__customer_city_maracacume,0.0
cat__customer_city_maracai,0.0
cat__customer_city_maracaju,0.0
cat__customer_city_maracana,0.0
cat__customer_city_mampituba,0.0
cat__customer_city_mamonas,0.0
cat__customer_city_mambore,0.0
cat__customer_city_mambai,0.0
cat__customer_city_machadinho d'oeste,0.0
cat__customer_city_machado,0.0
cat__customer_city_machados,0.0
cat__customer_city_macieira,0.0
cat__customer_city_macuco de minas,0.0
cat__customer_city_madalena,0.0
cat__customer_city_madre de deus,0.0
cat__customer_city_madre de deus de minas,0.0
cat__customer_city_mae d'agua,0.0
cat__customer_city_mae do rio,0.0
cat__customer_city_mafra,0.0
cat__customer_city_magalhaes de almeida,0.0
cat__customer_city_magda,0.0
cat__customer_city_maioba,0.0
cat__customer_city_maiquinique,0.0
cat__customer_city_mairi,0.0
cat__customer_city_mairinque,0.0
cat__customer_city_mairipora,0.0
cat__customer_city_mairipotaba,0.0
cat__customer_city_major porto,0.0
cat__customer_city_major vieira,0.0
cat__customer_city_malacacheta,0.0
cat__customer_city_malhador,0.0
cat__customer_city_mallet,0.0
cat__customer_city_mamanguape,0.0
cat__customer_city_maracanau,0.0
cat__customer_city_maracas,0.0
cat__customer_city_maragogi,0.0
cat__customer_city_maripa,0.0
cat__customer_city_marituba,0.0
cat__customer_city_marmeleiro,0.0
cat__customer_city_marques de souza,0.0
cat__customer_city_martinesia,0.0
cat__customer_city_martinopolis,0.0
cat__customer_city_martins,0.0
cat__customer_city_martins soares,0.0
cat__customer_city_mascote,0.0
cat__customer_city_massaranduba,0.0
cat__customer_city_mata de sao joao,0.0
cat__customer_city_mata grande,0.0
cat__customer_city_mata roma,0.0
cat__customer_city_mata verde,0.0
cat__customer_city_matao,0.0
cat__customer_city_matelandia,0.0
cat__customer_city_materlandia,0.0
cat__customer_city_mateus leme,0.0
cat__customer_city_matias barbosa,0.0
cat__customer_city_matias olimpio,0.0
cat__customer_city_matinhos,0.0
cat__customer_city_matipo,0.0
cat__customer_city_mato leitao,0.0
cat__customer_city_mato rico,0.0
cat__customer_city_mato verde,0.0
cat__customer_city_matoes,0.0
cat__customer_city_maristela,0.0
cat__customer_city_mariopolis,0.0
cat__customer_city_maragogipe,0.0
cat__customer_city_mario campos,0.0
cat__customer_city_maranguape,0.0
cat__customer_city_maranhaozinho,0.0
cat__customer_city_marataizes,0.0
cat__customer_city_marau,0.0
cat__customer_city_maravilha,0.0
cat__customer_city_maravilhas,0.0
cat__customer_city_marco,0.0
cat__customer_city_marcos parente,0.0
cat__customer_city_marechal candido rondon,0.0
cat__customer_city_marechal deodoro,0.0
cat__customer_city_marechal floriano,0.0
cat__customer_city_mari,0.0
cat__customer_city_maria da fe,0.0
cat__customer_city_marialva,0.0
cat__customer_city_mariana,0.0
cat__customer_city_mariano moro,0.0
cat__customer_city_mariapolis,0.0
cat__customer_city_maribondo,0.0
cat__customer_city_mariental,0.0
cat__customer_city_marilac,0.0
cat__customer_city_marilandia,0.0
cat__customer_city_marilandia do sul,0.0
cat__customer_city_marilena,0.0
cat__customer_city_mariluz,0.0
cat__customer_city_marinopolis,0.0
cat__customer_city_morungaba,0.0
cat__customer_city_mossamedes,0.0
cat__customer_city_mossoro,0.0
cat__customer_city_orindiuva,0.0
cat__customer_city_oeiras do para,0.0
cat__customer_city_oiapoque,0.0
cat__customer_city_olaria,0.0
cat__customer_city_olho d'agua das cunhas,0.0
cat__customer_city_olho d'agua das flores,0.0
cat__customer_city_olhos d'agua,0.0
cat__customer_city_olimpia,0.0
cat__customer_city_olindina,0.0
cat__customer_city_oliveira,0.0
cat__customer_city_oliveira dos brejinhos,0.0
cat__customer_city_onda verde,0.0
cat__customer_city_oriente,0.0
cat__customer_city_orizona,0.0
cat__customer_city_mostardas,0.0
cat__customer_city_orlandia,0.0
cat__customer_city_orleans,0.0
cat__customer_city_orobo,0.0
cat__customer_city_oroco,0.0
cat__customer_city_oros,0.0
cat__customer_city_ortigueira,0.0
cat__customer_city_oscar bressane,0.0
cat__customer_city_osorio,0.0
cat__customer_city_osvaldo cruz,0.0
cat__customer_city_osvaldo kroeff,0.0
cat__customer_city_otacilio costa,0.0
cat__customer_city_ourem,0.0
cat__customer_city_oeiras,0.0
cat__customer_city_ocaucu,0.0
cat__customer_city_ocara,0.0
cat__customer_city_nuporanga,0.0
cat__customer_city_nova ubirata,0.0
cat__customer_city_nova venecia,0.0
cat__customer_city_nova veneza,0.0
cat__customer_city_nova xavantina,0.0
cat__customer_city_novais,0.0
cat__customer_city_novo alegre,0.0
cat__customer_city_novo barreiro,0.0
cat__customer_city_novo brasil,0.0
cat__customer_city_novo cabrais,0.0
cat__customer_city_novo cruzeiro,0.0
cat__customer_city_novo gama,0.0
cat__customer_city_novo horizonte,0.0
cat__customer_city_novo itacolomi,0.0
cat__customer_city_novo jardim,0.0
cat__customer_city_novo lino,0.0
cat__customer_city_novo machado,0.0
cat__customer_city_novo mundo,0.0
cat__customer_city_novo oriente,0.0
cat__customer_city_novo oriente de minas,0.0
cat__customer_city_novo oriente do piaui,0.0
cat__customer_city_novo planalto,0.0
cat__customer_city_novo progresso,0.0
cat__customer_city_novo repartimento,0.0
cat__customer_city_novo sao joaquim,0.0
cat__customer_city_nucleo residencial pilar,0.0
cat__customer_city_ouricuri,0.0
cat__customer_city_ourilandia do norte,0.0
cat__customer_city_ourinhos,0.0
cat__customer_city_palhano,0.0
cat__customer_city_palma sola,0.0
cat__customer_city_palmares,0.0
cat__customer_city_palmares do sul,0.0
cat__customer_city_palmares paulista,0.0
cat__customer_city_palmas,0.0
cat__customer_city_palmeira,0.0
cat__customer_city_palmeira d oeste,0.0
cat__customer_city_palmeira d'oeste,0.0
cat__customer_city_palmeira das missoes,0.0
cat__customer_city_palmeira dos indios,0.0
cat__customer_city_palmeiras,0.0
cat__customer_city_palmeiras de goias,0.0
cat__customer_city_palmeirinha,0.0
cat__customer_city_palminopolis,0.0
cat__customer_city_palmital,0.0
cat__customer_city_palmital de minas,0.0
cat__customer_city_palmitinho,0.0
cat__customer_city_palmitos,0.0
cat__customer_city_palmopolis,0.0
cat__customer_city_palotina,0.0
cat__customer_city_panambi,0.0
cat__customer_city_pancas,0.0
cat__customer_city_panelas,0.0
cat__customer_city_panorama,0.0
cat__customer_city_pantano grande,0.0
cat__customer_city_palma,0.0
cat__customer_city_palestina,0.0
cat__customer_city_ourizona,0.0
cat__customer_city_paiva,0.0
cat__customer_city_ouro,0.0
cat__customer_city_ouro branco,0.0
cat__customer_city_ouro fino,0.0
cat__customer_city_ouro preto,0.0
cat__customer_city_ouro preto do oeste,0.0
cat__customer_city_ouro verde,0.0
cat__customer_city_ouro verde de goias,0.0
cat__customer_city_ouro verde de minas,0.0
cat__customer_city_ouroeste,0.0
cat__customer_city_ouvidor,0.0
cat__customer_city_pacaembu,0.0
cat__customer_city_pacaja,0.0
cat__customer_city_pacajus,0.0
cat__customer_city_pacatuba,0.0
cat__customer_city_paco do lumiar,0.0
cat__customer_city_pacoti,0.0
cat__customer_city_pacotuba,0.0
cat__customer_city_pacuja,0.0
cat__customer_city_padre bernardo,0.0
cat__customer_city_padre carvalho,0.0
cat__customer_city_padre paraiso,0.0
cat__customer_city_paial,0.0
cat__customer_city_paicandu,0.0
cat__customer_city_paineiras,0.0
cat__customer_city_pains,0.0
cat__customer_city_nova trento,0.0
cat__customer_city_nova timboteua,0.0
cat__customer_city_nova soure,0.0
cat__customer_city_natercia,0.0
cat__customer_city_natividade da serra,0.0
cat__customer_city_navegantes,0.0
cat__customer_city_navirai,0.0
cat__customer_city_nazare,0.0
cat__customer_city_nazare da mata,0.0
cat__customer_city_nazare paulista,0.0
cat__customer_city_nazareno,0.0
cat__customer_city_nazario,0.0
cat__customer_city_neopolis,0.0
cat__customer_city_nepomuceno,0.0
cat__customer_city_neropolis,0.0
cat__customer_city_neves paulista,0.0
cat__customer_city_nhandeara,0.0
cat__customer_city_nipoa,0.0
cat__customer_city_niquelandia,0.0
cat__customer_city_nobres,0.0
cat__customer_city_nonoai,0.0
cat__customer_city_nortelandia,0.0
cat__customer_city_nossa senhora da gloria,0.0
cat__customer_city_nossa senhora das dores,0.0
cat__customer_city_nossa senhora das gracas,0.0
cat__customer_city_nossa senhora de caravaggio,0.0
cat__customer_city_nossa senhora de lourdes,0.0
cat__customer_city_nossa senhora do o,0.0
cat__customer_city_nossa senhora do remedio,0.0
cat__customer_city_natividade,0.0
cat__customer_city_narandiba,0.0
cat__customer_city_nova alvorada,0.0
cat__customer_city_nao-me-toque,0.0
cat__customer_city_motuca,0.0
cat__customer_city_mozarlandia,0.0
cat__customer_city_mucambo,0.0
cat__customer_city_mucuge,0.0
cat__customer_city_mucuri,0.0
cat__customer_city_mucurici,0.0
cat__customer_city_muliterno,0.0
cat__customer_city_mundo novo,0.0
cat__customer_city_munhoz,0.0
cat__customer_city_munhoz de melo,0.0
cat__customer_city_muniz freire,0.0
cat__customer_city_muquem do sao francisco,0.0
cat__customer_city_muqui,0.0
cat__customer_city_muriae,0.0
cat__customer_city_murici,0.0
cat__customer_city_muritiba,0.0
cat__customer_city_murucupi,0.0
cat__customer_city_murutinga do sul,0.0
cat__customer_city_mussurepe,0.0
cat__customer_city_mutuipe,0.0
cat__customer_city_mutum,0.0
cat__customer_city_mutum parana,0.0
cat__customer_city_mutunopolis,0.0
cat__customer_city_muzambinho,0.0
cat__customer_city_nanuque,0.0
cat__customer_city_nossa senhora do socorro,0.0
cat__customer_city_nova alvorada do sul,0.0
cat__customer_city_nova serrana,0.0
cat__customer_city_nova independencia,0.0
cat__customer_city_nova itaberaba,0.0
cat__customer_city_nova laranjeiras,0.0
cat__customer_city_nova londrina,0.0
cat__customer_city_nova luzitania,0.0
cat__customer_city_nova mamore,0.0
cat__customer_city_nova monte verde,0.0
cat__customer_city_nova mutum,0.0
cat__customer_city_nova odessa,0.0
cat__customer_city_nova olimpia,0.0
cat__customer_city_nova olinda,0.0
cat__customer_city_nova olinda do maranhao,0.0
cat__customer_city_nova padua,0.0
cat__customer_city_nova palma,0.0
cat__customer_city_nova petropolis,0.0
cat__customer_city_nova ponte,0.0
cat__customer_city_nova prata,0.0
cat__customer_city_nova prata do iguacu,0.0
cat__customer_city_nova redencao,0.0
cat__customer_city_nova resende,0.0
cat__customer_city_nova roma,0.0
cat__customer_city_nova roma do sul,0.0
cat__customer_city_nova russas,0.0
cat__customer_city_nova santa barbara,0.0
cat__customer_city_nova santa rita,0.0
cat__customer_city_nova santa rosa,0.0
cat__customer_city_nova ipixuna,0.0
cat__customer_city_nova hartz,0.0
cat__customer_city_nova america,0.0
cat__customer_city_nova guataporanga,0.0
cat__customer_city_nova america da colina,0.0
cat__customer_city_nova andradina,0.0
cat__customer_city_nova araca,0.0
cat__customer_city_nova aurora,0.0
cat__customer_city_nova bandeirantes,0.0
cat__customer_city_nova bassano,0.0
cat__customer_city_nova boa vista,0.0
cat__customer_city_nova brasilandia d'oeste,0.0
cat__customer_city_nova brescia,0.0
cat__customer_city_nova canaa,0.0
cat__customer_city_nova canaa do norte,0.0
cat__customer_city_nova canaa paulista,0.0
cat__customer_city_nova cantu,0.0
cat__customer_city_nova crixas,0.0
cat__customer_city_nova cruz,0.0
cat__customer_city_nova era,0.0
cat__customer_city_nova erechim,0.0
cat__customer_city_nova esperanca,0.0
cat__customer_city_nova esperanca do piria,0.0
cat__customer_city_nova esperanca do sudoeste,0.0
cat__customer_city_nova esperanca do sul,0.0
cat__customer_city_nova europa,0.0
cat__customer_city_nova fatima,0.0
cat__customer_city_nova floresta,0.0
cat__customer_city_nova granada,0.0
cat__customer_city_reriutaba,0.0
cat__customer_city_rio do pires,0.0
cat__customer_city_resende costa,0.0
cat__customer_city_tangara da serra,0.0
cat__customer_city_tacuru,0.0
cat__customer_city_taguai,0.0
cat__customer_city_taguatinga,0.0
cat__customer_city_taiacu,0.0
cat__customer_city_tailandia,0.0
cat__customer_city_taio,0.0
cat__customer_city_taiobeiras,0.0
cat__customer_city_taiuva,0.0
cat__customer_city_tambau,0.0
cat__customer_city_tamboara,0.0
cat__customer_city_tanabi,0.0
cat__customer_city_tangara,0.0
cat__customer_city_tangua,0.0
cat__customer_city_taquari,0.0
cat__customer_city_tanhacu,0.0
cat__customer_city_tanque d'arca,0.0
cat__customer_city_tanque novo,0.0
cat__customer_city_taparuba,0.0
cat__customer_city_tapejara,0.0
cat__customer_city_taperuaba,0.0
cat__customer_city_tapes,0.0
cat__customer_city_tapirai,0.0
cat__customer_city_tapiramuta,0.0
cat__customer_city_tapiratiba,0.0
cat__customer_city_tapurah,0.0
cat__customer_city_taquara,0.0
cat__customer_city_taciba,0.0
cat__customer_city_tacaratu,0.0
cat__customer_city_tabuleiro do norte,0.0
cat__customer_city_tabuleiro,0.0
cat__customer_city_sobralia,0.0
cat__customer_city_socorro,0.0
cat__customer_city_solanea,0.0
cat__customer_city_soledade,0.0
cat__customer_city_soledade de minas,0.0
cat__customer_city_solonopole,0.0
cat__customer_city_sombrio,0.0
cat__customer_city_sonora,0.0
cat__customer_city_sooretama,0.0
cat__customer_city_sorriso,0.0
cat__customer_city_sousa,0.0
cat__customer_city_sucesso,0.0
cat__customer_city_sucupira do norte,0.0
cat__customer_city_sud mennucci,0.0
cat__customer_city_sulina,0.0
cat__customer_city_sume,0.0
cat__customer_city_sumidouro,0.0
cat__customer_city_surubim,0.0
cat__customer_city_suzanapolis,0.0
cat__customer_city_tabapora,0.0
cat__customer_city_tabapua,0.0
cat__customer_city_tabatinga,0.0
cat__customer_city_tabira,0.0
cat__customer_city_tabocas do brejo velho,0.0
cat__customer_city_taboquinhas,0.0
cat__customer_city_taquaracu de minas,0.0
cat__customer_city_taquaritinga,0.0
cat__customer_city_reserva,0.0
cat__customer_city_timburi,0.0
cat__customer_city_terra nova,0.0
cat__customer_city_terra nova do norte,0.0
cat__customer_city_terra rica,0.0
cat__customer_city_terra roxa,0.0
cat__customer_city_teutonia,0.0
cat__customer_city_tiangua,0.0
cat__customer_city_tibagi,0.0
cat__customer_city_tiete,0.0
cat__customer_city_tijucas,0.0
cat__customer_city_timbauba,0.0
cat__customer_city_timbe do sul,0.0
cat__customer_city_timbo,0.0
cat__customer_city_timon,0.0
cat__customer_city_taquaritinga do norte,0.0
cat__customer_city_timoteo,0.0
cat__customer_city_tiradentes,0.0
cat__customer_city_tiradentes do sul,0.0
cat__customer_city_tiros,0.0
cat__customer_city_tobias barreto,0.0
cat__customer_city_tocantinopolis,0.0
cat__customer_city_tocantins,0.0
cat__customer_city_tocos,0.0
cat__customer_city_tocos do moji,0.0
cat__customer_city_toledo,0.0
cat__customer_city_tomar do geru,0.0
cat__customer_city_tomazina,0.0
cat__customer_city_terra de areia,0.0
cat__customer_city_terra boa,0.0
cat__customer_city_termas de ibira,0.0
cat__customer_city_terezinha,0.0
cat__customer_city_taquarituba,0.0
cat__customer_city_taquarivai,0.0
cat__customer_city_taquarucu do sul,0.0
cat__customer_city_tarabai,0.0
cat__customer_city_taruma,0.0
cat__customer_city_tarumirim,0.0
cat__customer_city_tatui,0.0
cat__customer_city_taua,0.0
cat__customer_city_tavares,0.0
cat__customer_city_tecainda,0.0
cat__customer_city_teixeira,0.0
cat__customer_city_teixeira de freitas,0.0
cat__customer_city_teixeira soares,0.0
cat__customer_city_teixeiras,0.0
cat__customer_city_tejupa,0.0
cat__customer_city_telemaco borba,0.0
cat__customer_city_tenente ananias,0.0
cat__customer_city_tenente portela,0.0
cat__customer_city_teodoro sampaio,0.0
cat__customer_city_teofilandia,0.0
cat__customer_city_teofilo otoni,0.0
cat__customer_city_teolandia,0.0
cat__customer_city_teotonio vilela,0.0
cat__customer_city_terenos,0.0
cat__customer_city_acopiara,0.0
cat__customer_city_sobral,0.0
cat__customer_city_sobradinho,0.0
cat__customer_city_sitio novo do tocantins,0.0
cat__customer_city_segredo,0.0
cat__customer_city_satiro dias,0.0
cat__customer_city_satuba,0.0
cat__customer_city_satubinha,0.0
cat__customer_city_saudade do iguacu,0.0
cat__customer_city_saudades,0.0
cat__customer_city_saude,0.0
cat__customer_city_schroeder,0.0
cat__customer_city_seabra,0.0
cat__customer_city_seara,0.0
cat__customer_city_sebastiao leal,0.0
cat__customer_city_seberi,0.0
cat__customer_city_sede alvorada,0.0
cat__customer_city_selbach,0.0
cat__customer_city_sitio novo,0.0
cat__customer_city_senador amaral,0.0
cat__customer_city_senador canedo,0.0
cat__customer_city_senador cortes,0.0
cat__customer_city_senador firmino,0.0
cat__customer_city_senador guiomard,0.0
cat__customer_city_senador jose porfirio,0.0
cat__customer_city_senador la rocque,0.0
cat__customer_city_senador modestino goncalves,0.0
cat__customer_city_senador pompeu,0.0
cat__customer_city_senges,0.0
cat__customer_city_senhor do bonfim,0.0
cat__customer_city_senhora de oliveira,0.0
cat__customer_city_sarzedo,0.0
cat__customer_city_sarutaia,0.0
cat__customer_city_sardoa,0.0
cat__customer_city_sarapui,0.0
cat__customer_city_sao sebastiao do maranhao,0.0
cat__customer_city_sao sebastiao do paraiba,0.0
cat__customer_city_sao sebastiao do paraiso,0.0
cat__customer_city_sao sebastiao do passe,0.0
cat__customer_city_sao sebastiao do rio verde,0.0
cat__customer_city_sao sepe,0.0
cat__customer_city_sao simao,0.0
cat__customer_city_sao thome das letras,0.0
cat__customer_city_sao tiago,0.0
cat__customer_city_sao tomas de aquino,0.0
cat__customer_city_sao tome,0.0
cat__customer_city_sao valentim,0.0
cat__customer_city_sao vendelino,0.0
cat__customer_city_sao vicente ferrer,0.0
cat__customer_city_sao vitor,0.0
cat__customer_city_sape,0.0
cat__customer_city_sapeacu,0.0
cat__customer_city_sapezal,0.0
cat__customer_city_sapiranga,0.0
cat__customer_city_sapopema,0.0
cat__customer_city_sapucai-mirim,0.0
cat__customer_city_sapucaia,0.0
cat__customer_city_sapucaia do sul,0.0
cat__customer_city_saquarema,0.0
cat__customer_city_sarandi,0.0
cat__customer_city_senhora dos remedios,0.0
cat__customer_city_sento se,0.0
cat__customer_city_serafina correa,0.0
cat__customer_city_sete barras,0.0
cat__customer_city_sete lagoas,0.0
cat__customer_city_setubinha,0.0
cat__customer_city_severiano melo,0.0
cat__customer_city_severinia,0.0
cat__customer_city_sideropolis,0.0
cat__customer_city_sidrolandia,0.0
cat__customer_city_silva jardim,0.0
cat__customer_city_silvania,0.0
cat__customer_city_silvano,0.0
cat__customer_city_silveira carvalho,0.0
cat__customer_city_silveira martins,0.0
cat__customer_city_silveiras,0.0
cat__customer_city_silvianopolis,0.0
cat__customer_city_simao dias,0.0
cat__customer_city_simao pereira,0.0
cat__customer_city_simoes filho,0.0
cat__customer_city_simolandia,0.0
cat__customer_city_simonesia,0.0
cat__customer_city_simplicio mendes,0.0
cat__customer_city_sinimbu,0.0
cat__customer_city_sinop,0.0
cat__customer_city_siqueira campos,0.0
cat__customer_city_siriji,0.0
cat__customer_city_sirinhaem,0.0
cat__customer_city_sitio do quinto,0.0
cat__customer_city_sete de setembro,0.0
cat__customer_city_sertaozinho,0.0
cat__customer_city_sericita,0.0
cat__customer_city_sertao santana,0.0
cat__customer_city_seringueiras,0.0
cat__customer_city_serio,0.0
cat__customer_city_seropedica,0.0
cat__customer_city_serra azul de minas,0.0
cat__customer_city_serra bonita,0.0
cat__customer_city_serra branca,0.0
cat__customer_city_serra de sao bento,0.0
cat__customer_city_serra do ramalho,0.0
cat__customer_city_serra do salitre,0.0
cat__customer_city_serra dos aimores,0.0
cat__customer_city_serra dos dourados,0.0
cat__customer_city_serra negra,0.0
cat__customer_city_serra talhada,0.0
cat__customer_city_serrana,0.0
cat__customer_city_serrania,0.0
cat__customer_city_serranopolis,0.0
cat__customer_city_serranopolis de minas,0.0
cat__customer_city_serranopolis do iguacu,0.0
cat__customer_city_serrinha,0.0
cat__customer_city_serrita,0.0
cat__customer_city_serro,0.0
cat__customer_city_serrolandia,0.0
cat__customer_city_sertania,0.0
cat__customer_city_sertanopolis,0.0
cat__customer_city_sertao,0.0
cat__customer_city_tombos,0.0
cat__customer_city_toritama,0.0
cat__customer_city_toropi,0.0
cat__customer_city_vila flores,0.0
cat__customer_city_vespasiano correa,0.0
cat__customer_city_viana,0.0
cat__customer_city_vianopolis,0.0
cat__customer_city_vicencia,0.0
cat__customer_city_vicentinopolis,0.0
cat__customer_city_victor graeff,0.0
cat__customer_city_videira,0.0
cat__customer_city_vieiras,0.0
cat__customer_city_vigia,0.0
cat__customer_city_vila bela da santissima trindade,0.0
cat__customer_city_vila dos cabanos,0.0
cat__customer_city_vila flor,0.0
cat__customer_city_vila langaro,0.0
cat__customer_city_vargem grande paulista,0.0
cat__customer_city_vila muriqui,0.0
cat__customer_city_vila nelita,0.0
cat__customer_city_vila nova,0.0
cat__customer_city_vila nova do sul,0.0
cat__customer_city_vila pereira,0.0
cat__customer_city_vila reis,0.0
cat__customer_city_vila rica,0.0
cat__customer_city_vila valerio,0.0
cat__customer_city_vilhena,0.0
cat__customer_city_vinhedo,0.0
cat__customer_city_viradouro,0.0
cat__customer_city_virgem da lapa,0.0
cat__customer_city_vespasiano,0.0
cat__customer_city_vertentes,0.0
cat__customer_city_vermelho novo,0.0
cat__customer_city_vermelho,0.0
cat__customer_city_varjao de minas,0.0
cat__customer_city_varjota,0.0
cat__customer_city_varre-sai,0.0
cat__customer_city_varzea alegre,0.0
cat__customer_city_varzea da palma,0.0
cat__customer_city_varzea do poco,0.0
cat__customer_city_varzea grande,0.0
cat__customer_city_varzea nova,0.0
cat__customer_city_varzea paulista,0.0
cat__customer_city_varzedo,0.0
cat__customer_city_varzelandia,0.0
cat__customer_city_vassouras,0.0
cat__customer_city_vazante,0.0
cat__customer_city_venancio aires,0.0
cat__customer_city_venda branca,0.0
cat__customer_city_venda nova do imigrante,0.0
cat__customer_city_ventania,0.0
cat__customer_city_venturosa,0.0
cat__customer_city_vera,0.0
cat__customer_city_vera cruz,0.0
cat__customer_city_vera cruz do oeste,0.0
cat__customer_city_veranopolis,0.0
cat__customer_city_vere,0.0
cat__customer_city_vereda,0.0
cat__customer_city_verissimo,0.0
cat__customer_city_virginia,0.0
cat__customer_city_virginopolis,0.0
cat__customer_city_virgolandia,0.0
cat__customer_city_zacarias,0.0
cat__customer_city_zortea,0.0
cat__customer_state_AC,0.0
cat__customer_city_acegua,0.0
cat__customer_state_AP,0.0
cat__customer_city_acari,0.0
cat__customer_city_acarau,0.0
cat__customer_city_acajutiba,0.0
cat__customer_city_acailandia,0.0
cat__customer_city_acaiaca,0.0
cat__customer_city_abreu e lima,0.0
cat__customer_city_abre campo,0.0
cat__customer_state_RR,0.0
cat__customer_city_abrantes,0.0
cat__customer_city_abelardo luz,0.0
cat__customer_city_abdon batista,0.0
cat__payment_type_not_defined,0.0
cat__customer_city_abatia,0.0
cat__customer_city_abare,0.0
cat__customer_city_abaira,0.0
cat__customer_city_abaetetuba,0.0
cat__customer_city_abaete,0.0
cat__customer_city_abadiania,0.0
cat__customer_city_abadia dos dourados,0.0
bool__delivery_before_carrier_flag,0.0
bool__is_cancelled,0.0
cat__customer_city_ze doca,0.0
cat__customer_city_xique-xique,0.0
cat__customer_city_visconde de maua,0.0
cat__customer_city_xinguara,0.0
cat__customer_city_visconde do rio branco,0.0
cat__customer_city_viseu,0.0
cat__customer_city_vista alegre do alto,0.0
cat__customer_city_vitoria das missoes,0.0
cat__customer_city_vitoria de santo antao,0.0
cat__customer_city_vitoria do jari,0.0
cat__customer_city_vitoria do mearim,0.0
cat__customer_city_vitorino,0.0
cat__customer_city_vitorino freire,0.0
cat__customer_city_vitorinos,0.0
cat__customer_city_volta grande,0.0
cat__customer_city_votorantim,0.0
cat__customer_city_votuporanga,0.0
cat__customer_city_wanderley,0.0
cat__customer_city_wenceslau braz,0.0
cat__customer_city_wenceslau guimaraes,0.0
cat__customer_city_werneck,0.0
cat__customer_city_witmarsum,0.0
cat__customer_city_xambioa,0.0
cat__customer_city_xambre,0.0
cat__customer_city_xangri-la,0.0
cat__customer_city_xanxere,0.0
cat__customer_city_xapuri,0.0
cat__customer_city_xavantina,0.0
cat__customer_city_xaxim,0.0
cat__customer_city_varginha,0.0
cat__customer_city_vargem grande do sul,0.0
cat__customer_city_torres,0.0
cat__customer_city_tunas do parana,0.0
cat__customer_city_trindade do sul,0.0
cat__customer_city_triunfo,0.0
cat__customer_city_trombas,0.0
cat__customer_city_trombudo central,0.0
cat__customer_city_tubarao,0.0
cat__customer_city_tucano,0.0
cat__customer_city_tucuma,0.0
cat__customer_city_tucunduva,0.0
cat__customer_city_tucurui,0.0
cat__customer_city_tuiuti,0.0
cat__customer_city_tumiritinga,0.0
cat__customer_city_tunapolis,0.0
cat__customer_city_tupa,0.0
cat__customer_city_vargem grande do soturno,0.0
cat__customer_city_tupaciguara,0.0
cat__customer_city_tupancireta,0.0
cat__customer_city_tupandi,0.0
cat__customer_city_tuparece,0.0
cat__customer_city_tuparendi,0.0
cat__customer_city_tuparetama,0.0
cat__customer_city_tupassi,0.0
cat__customer_city_tupi paulista,0.0
cat__customer_city_turmalina,0.0
cat__customer_city_tururu,0.0
cat__customer_city_turvania,0.0
cat__customer_city_turvelandia,0.0
cat__customer_city_trindade,0.0
cat__customer_city_treze tilias,0.0
cat__customer_city_treviso,0.0
cat__customer_city_tres rios,0.0
cat__customer_city_torrinha,0.0
cat__customer_city_trabiju,0.0
cat__customer_city_tracuateua,0.0
cat__customer_city_tracunhaem,0.0
cat__customer_city_traipu,0.0
cat__customer_city_trairi,0.0
cat__customer_city_trajano de moraes,0.0
cat__customer_city_tramandai,0.0
cat__customer_city_trancoso,0.0
cat__customer_city_travessao,0.0
cat__customer_city_travesseiro,0.0
cat__customer_city_tremembe,0.0
cat__customer_city_tres arroios,0.0
cat__customer_city_tres barras,0.0
cat__customer_city_tres cachoeiras,0.0
cat__customer_city_tres coracoes,0.0
cat__customer_city_tres coroas,0.0
cat__customer_city_tres de maio,0.0
cat__customer_city_tres forquilhas,0.0
cat__customer_city_tres fronteiras,0.0
cat__customer_city_tres irmaos,0.0
cat__customer_city_tres lagoas,0.0
cat__customer_city_tres marias,0.0
cat__customer_city_tres passos,0.0
cat__customer_city_tres pontas,0.0
cat__customer_city_turvo,0.0
cat__customer_city_tutoia,0.0
cat__customer_city_uaua,0.0
cat__customer_city_uruburetama,0.0
cat__customer_city_urucuca,0.0
cat__customer_city_urucui,0.0
cat__customer_city_urucurituba,0.0
cat__customer_city_uruguaiana,0.0
cat__customer_city_uruoca,0.0
cat__customer_city_urupa,0.0
cat__customer_city_urupes,0.0
cat__customer_city_urussanga,0.0
cat__customer_city_urutai,0.0
cat__customer_city_utinga,0.0
cat__customer_city_vacaria,0.0
cat__customer_city_valao do barro,0.0
cat__customer_city_vale real,0.0
cat__customer_city_valenca do piaui,0.0
cat__customer_city_valente,0.0
cat__customer_city_valentim gentil,0.0
cat__customer_city_valparaiso,0.0
cat__customer_city_valparaiso de goias,0.0
cat__customer_city_vanini,0.0
cat__customer_city_vargeao,0.0
cat__customer_city_vargem,0.0
cat__customer_city_vargem alegre,0.0
cat__customer_city_vargem alta,0.0
cat__customer_city_vargem bonita,0.0
cat__customer_city_vargem grande,0.0
cat__customer_city_urucania,0.0
cat__customer_city_urubici,0.0
cat__customer_city_uba,0.0
cat__customer_city_uruara,0.0
