Feature,Importance
cat__customer_city_ubai,0.0
cat__customer_city_ubaira,0.0
cat__customer_city_ubaitaba,0.0
cat__customer_city_ubajara,0.0
cat__customer_city_ubaporanga,0.0
cat__customer_city_ubata,0.0
cat__customer_city_ubatuba,0.0
cat__customer_city_ubirata,0.0
cat__customer_city_uchoa,0.0
cat__customer_city_uirauna,0.0
cat__customer_city_ulianopolis,0.0
cat__customer_city_umbauba,0.0
cat__customer_city_umuarama,0.0
cat__customer_city_una,0.0
cat__customer_city_unai,0.0
cat__customer_city_uniao da vitoria,0.0
cat__customer_city_uniao dos palmares,0.0
cat__customer_city_upanema,0.0
cat__customer_city_urai,0.0
cat__customer_city_urandi,0.0
cat__customer_city_urania,0.0
cat__customer_city_urbano santos,0.0
cat__customer_city_uruacu,0.0
cat__customer_city_uruana,0.0
cat__customer_city_uruana de minas,0.0
cat__customer_city_sao sebastiao do cai,0.0
cat__customer_city_sao sebastiao do alto,0.0
cat__customer_city_sao sebastiao de campos,0.0
cat__customer_city_santa cruz de goias,0.0
cat__customer_city_santa barbara do para,0.0
cat__customer_city_santa barbara do sul,0.0
cat__customer_city_santa branca,0.0
cat__customer_city_santa brigida,0.0
cat__customer_city_santa cecilia,0.0
cat__customer_city_santa cecilia do pavao,0.0
cat__customer_city_santa clara d'oeste,0.0
cat__customer_city_santa clara do sul,0.0
cat__customer_city_santa cruz,0.0
cat__customer_city_santa cruz cabralia,0.0
cat__customer_city_santa cruz da conceicao,0.0
cat__customer_city_santa cruz das palmeiras,0.0
cat__customer_city_santa cruz de minas,0.0
cat__customer_city_sales oliveira,0.0
cat__customer_city_santa cruz de monte castelo,0.0
cat__customer_city_santa cruz de salinas,0.0
cat__customer_city_santa cruz do capibaribe,0.0
cat__customer_city_santa cruz do piaui,0.0
cat__customer_city_santa cruz do prata,0.0
cat__customer_city_santa cruz do rio pardo,0.0
cat__customer_city_santa cruz do sul,0.0
cat__customer_city_santa cruz do timbo,0.0
cat__customer_city_santa ernestina,0.0
cat__customer_city_santa fe,0.0
cat__customer_city_santa fe de goias,0.0
cat__customer_city_santa fe de minas,0.0
cat__customer_city_santa barbara d oeste,0.0
cat__customer_city_santa barbara,0.0
cat__customer_city_santa amelia,0.0
cat__customer_city_santa albertina,0.0
cat__customer_city_salgado filho,0.0
cat__customer_city_salgueiro,0.0
cat__customer_city_salinas,0.0
cat__customer_city_salinas da margarida,0.0
cat__customer_city_salmourao,0.0
cat__customer_city_saloa,0.0
cat__customer_city_salobro,0.0
cat__customer_city_saltinho,0.0
cat__customer_city_salto,0.0
cat__customer_city_salto da divisa,0.0
cat__customer_city_salto de pirapora,0.0
cat__customer_city_salto do ceu,0.0
cat__customer_city_salto do itarare,0.0
cat__customer_city_salto do jacui,0.0
cat__customer_city_salto do lontra,0.0
cat__customer_city_salto grande,0.0
cat__customer_city_salto veloso,0.0
cat__customer_city_salvador do sul,0.0
cat__customer_city_sambaiba,0.0
cat__customer_city_sananduva,0.0
cat__customer_city_sanclerlandia,0.0
cat__customer_city_sanga puita,0.0
cat__customer_city_sangao,0.0
cat__customer_city_sanharo,0.0
cat__customer_city_santa adelia,0.0
cat__customer_city_santa fe do sul,0.0
cat__customer_city_santa filomena,0.0
cat__customer_city_santa gertrudes,0.0
cat__customer_city_santa rita d'oeste,0.0
cat__customer_city_santa rita de caldas,0.0
cat__customer_city_santa rita de jacutinga,0.0
cat__customer_city_santa rita de minas,0.0
cat__customer_city_santa rita do araguaia,0.0
cat__customer_city_santa rita do itueto,0.0
cat__customer_city_santa rita do passa quatro,0.0
cat__customer_city_santa rita do sapucai,0.0
cat__customer_city_santa rosa,0.0
cat__customer_city_santa rosa de lima,0.0
cat__customer_city_santa rosa de viterbo,0.0
cat__customer_city_santa rosa do sul,0.0
cat__customer_city_santa salete,0.0
cat__customer_city_santa teresa,0.0
cat__customer_city_santa teresinha,0.0
cat__customer_city_santa tereza do oeste,0.0
cat__customer_city_santa terezinha,0.0
cat__customer_city_santa terezinha de itaipu,0.0
cat__customer_city_santa vitoria,0.0
cat__customer_city_santa vitoria do palmar,0.0
cat__customer_city_santaluz,0.0
cat__customer_city_santana,0.0
cat__customer_city_santana da boa vista,0.0
cat__customer_city_santana da vargem,0.0
cat__customer_city_santana de pirapama,0.0
cat__customer_city_santana do acarau,0.0
cat__customer_city_santa rita da floresta,0.0
cat__customer_city_santa rita,0.0
cat__customer_city_santa helena,0.0
cat__customer_city_santa quiteria,0.0
cat__customer_city_santa helena de goias,0.0
cat__customer_city_santa helena de minas,0.0
cat__customer_city_santa ines,0.0
cat__customer_city_santa isabel,0.0
cat__customer_city_santa isabel do ivai,0.0
cat__customer_city_santa isabel do para,0.0
cat__customer_city_santa isabel do rio preto,0.0
cat__customer_city_santa izabel do oeste,0.0
cat__customer_city_santa juliana,0.0
cat__customer_city_santa leopoldina,0.0
cat__customer_city_santa lucia,0.0
cat__customer_city_santa luzia,0.0
cat__customer_city_santa luzia do norte,0.0
cat__customer_city_santa luzia do parua,0.0
cat__customer_city_santa margarida,0.0
cat__customer_city_santa maria da boa vista,0.0
cat__customer_city_santa maria da serra,0.0
cat__customer_city_santa maria da vitoria,0.0
cat__customer_city_santa maria de itabira,0.0
cat__customer_city_santa maria de jetiba,0.0
cat__customer_city_santa maria do salto,0.0
cat__customer_city_santa maria madalena,0.0
cat__customer_city_santa mariana,0.0
cat__customer_city_santa mercedes,0.0
cat__customer_city_santa monica,0.0
cat__customer_city_salesopolis,0.0
cat__customer_city_sales,0.0
cat__customer_city_santana do capivari,0.0
cat__customer_city_rio casca,0.0
cat__customer_city_ribeiropolis,0.0
cat__customer_city_rifaina,0.0
cat__customer_city_rincao,0.0
cat__customer_city_rinopolis,0.0
cat__customer_city_rio acima,0.0
cat__customer_city_rio azul,0.0
cat__customer_city_rio bananal,0.0
cat__customer_city_rio bonito,0.0
cat__customer_city_rio bonito do iguacu,0.0
cat__customer_city_rio branco,0.0
cat__customer_city_rio branco do sul,0.0
cat__customer_city_rio brilhante,0.0
cat__customer_city_rio das antas,0.0
cat__customer_city_sacramento,0.0
cat__customer_city_rio das flores,0.0
cat__customer_city_rio das pedras,0.0
cat__customer_city_rio de contas,0.0
cat__customer_city_rio do antonio,0.0
cat__customer_city_rio do campo,0.0
cat__customer_city_rio do oeste,0.0
cat__customer_city_machacalis,0.0
cat__customer_city_rio do sul,0.0
cat__customer_city_rio dos cedros,0.0
cat__customer_city_rio espera,0.0
cat__customer_city_rio formoso,0.0
cat__customer_city_rio fortuna,0.0
cat__customer_city_ribeiro junqueira,0.0
cat__customer_city_ribeiraozinho,0.0
cat__customer_city_ribeirao vermelho,0.0
cat__customer_city_ribeirao do sul,0.0
cat__customer_city_reserva do cabacal,0.0
cat__customer_city_reserva do iguacu,0.0
cat__customer_city_resplendor,0.0
cat__customer_city_ressaquinha,0.0
cat__customer_city_restinga seca,0.0
cat__customer_city_retirolandia,0.0
cat__customer_city_riachao das neves,0.0
cat__customer_city_riachao do jacuipe,0.0
cat__customer_city_riacho da cruz,0.0
cat__customer_city_riacho das almas,0.0
cat__customer_city_riacho de santana,0.0
cat__customer_city_riacho de santo antonio,0.0
cat__customer_city_riacho dos machados,0.0
cat__customer_city_rianapolis,0.0
cat__customer_city_ribas do rio pardo,0.0
cat__customer_city_ribeira,0.0
cat__customer_city_ribeira do amparo,0.0
cat__customer_city_ribeira do pombal,0.0
cat__customer_city_ribeirao,0.0
cat__customer_city_ribeirao bonito,0.0
cat__customer_city_ribeirao branco,0.0
cat__customer_city_ribeirao cascalheira,0.0
cat__customer_city_ribeirao claro,0.0
cat__customer_city_ribeirao das neves,0.0
cat__customer_city_ribeirao do pinhal,0.0
cat__customer_city_rio grande da serra,0.0
cat__customer_city_rio grande do piaui,0.0
cat__customer_city_rio largo,0.0
cat__customer_city_rolim de moura,0.0
cat__customer_city_romelandia,0.0
cat__customer_city_roncador,0.0
cat__customer_city_ronda alta,0.0
cat__customer_city_rondon,0.0
cat__customer_city_rondon do para,0.0
cat__customer_city_rondonopolis,0.0
cat__customer_city_roque gonzales,0.0
cat__customer_city_rosana,0.0
cat__customer_city_rosario,0.0
cat__customer_city_rosario do ivai,0.0
cat__customer_city_rosario do sul,0.0
cat__customer_city_roseira,0.0
cat__customer_city_rubelita,0.0
cat__customer_city_rubiacea,0.0
cat__customer_city_rubiataba,0.0
cat__customer_city_rubim,0.0
cat__customer_city_rubineia,0.0
cat__customer_city_russas,0.0
cat__customer_city_ruy barbosa,0.0
cat__customer_city_sabara,0.0
cat__customer_city_sabaudia,0.0
cat__customer_city_sabino,0.0
cat__customer_city_sabinopolis,0.0
cat__customer_city_saboeiro,0.0
cat__customer_city_sacra familia do tingua,0.0
cat__customer_city_romaria,0.0
cat__customer_city_rolante,0.0
cat__customer_city_rio manso,0.0
cat__customer_city_rolandia,0.0
cat__customer_city_rio maria,0.0
cat__customer_city_rio negrinho,0.0
cat__customer_city_rio negro,0.0
cat__customer_city_rio novo,0.0
cat__customer_city_rio novo do sul,0.0
cat__customer_city_rio paranaiba,0.0
cat__customer_city_rio pardo,0.0
cat__customer_city_rio pardo de minas,0.0
cat__customer_city_rio piracicaba,0.0
cat__customer_city_rio pomba,0.0
cat__customer_city_rio preto,0.0
cat__customer_city_rio real,0.0
cat__customer_city_rio rufino,0.0
cat__customer_city_rio tinto,0.0
cat__customer_city_rio verde,0.0
cat__customer_city_riolandia,0.0
cat__customer_city_riqueza,0.0
cat__customer_city_ritapolis,0.0
cat__customer_city_riversul,0.0
cat__customer_city_roca sales,0.0
cat__customer_city_rodeio,0.0
cat__customer_city_rodeio bonito,0.0
cat__customer_city_rodeiro,0.0
cat__customer_city_rodelas,0.0
cat__customer_city_rodolfo fernandes,0.0
cat__customer_city_santana do araguaia,0.0
cat__customer_city_santana do cariri,0.0
cat__customer_city_sao sebastiao da serra,0.0
cat__customer_city_sao jose do cerrito,0.0
cat__customer_city_sao jose da laje,0.0
cat__customer_city_sao jose da lapa,0.0
cat__customer_city_sao jose da tapera,0.0
cat__customer_city_sao jose da vitoria,0.0
cat__customer_city_sao jose de mipibu,0.0
cat__customer_city_sao jose de ribamar,0.0
cat__customer_city_sao jose de uba,0.0
cat__customer_city_sao jose do barreiro,0.0
cat__customer_city_sao jose do belmonte,0.0
cat__customer_city_sao jose do calcado,0.0
cat__customer_city_sao jose do campestre,0.0
cat__customer_city_sao jose do cedro,0.0
cat__customer_city_sao jose do divino,0.0
cat__customer_city_sao joao das missoes,0.0
cat__customer_city_sao jose do egito,0.0
cat__customer_city_sao jose do goiabal,0.0
cat__customer_city_sao jose do hortencio,0.0
cat__customer_city_sao jose do inhacora,0.0
cat__customer_city_sao jose do norte,0.0
cat__customer_city_sao jose do ouro,0.0
cat__customer_city_sao jose do piaui,0.0
cat__customer_city_sao jose do rio claro,0.0
cat__customer_city_sao jose do rio pardo,0.0
cat__customer_city_sao jose do serido,0.0
cat__customer_city_sao jose do turvo,0.0
cat__customer_city_sao jose do vale do rio preto,0.0
cat__customer_city_sao jose da coroa grande,0.0
cat__customer_city_sao jose da boa vista,0.0
cat__customer_city_sao jose da bela vista,0.0
cat__customer_city_sao jose da barra,0.0
cat__customer_city_sao joao de petropolis,0.0
cat__customer_city_sao joao de pirabas,0.0
cat__customer_city_sao joao del rei,0.0
cat__customer_city_sao joao do itaperiu,0.0
cat__customer_city_sao joao do ivai,0.0
cat__customer_city_sao joao do manhuacu,0.0
cat__customer_city_sao joao do manteninha,0.0
cat__customer_city_sao joao do oriente,0.0
cat__customer_city_sao joao do paraiso,0.0
cat__customer_city_sao joao do piaui,0.0
cat__customer_city_sao joao do sabugi,0.0
cat__customer_city_sao joao do sobrado,0.0
cat__customer_city_sao joao do sul,0.0
cat__customer_city_sao joao do triunfo,0.0
cat__customer_city_sao joao dos patos,0.0
cat__customer_city_sao joao evangelista,0.0
cat__customer_city_sao joao nepomuceno,0.0
cat__customer_city_sao joaquim,0.0
cat__customer_city_sao joaquim da barra,0.0
cat__customer_city_sao joaquim de bicas,0.0
cat__customer_city_sao joaquim do monte,0.0
cat__customer_city_sao jorge,0.0
cat__customer_city_sao jorge d'oeste,0.0
cat__customer_city_sao jorge do ivai,0.0
cat__customer_city_sao jorge do patrocinio,0.0
cat__customer_city_sao jose do xingu,0.0
cat__customer_city_sao jose dos cordeiros,0.0
cat__customer_city_sao lourenco,0.0
cat__customer_city_sao miguel do guapore,0.0
cat__customer_city_sao miguel do oeste,0.0
cat__customer_city_sao miguel do tapuio,0.0
cat__customer_city_sao miguel dos campos,0.0
cat__customer_city_sao nicolau,0.0
cat__customer_city_sao paulo das missoes,0.0
cat__customer_city_sao paulo do potengi,0.0
cat__customer_city_sao pedro,0.0
cat__customer_city_sao pedro da aldeia,0.0
cat__customer_city_sao pedro da uniao,0.0
cat__customer_city_sao pedro de alcantara,0.0
cat__customer_city_sao pedro do iguacu,0.0
cat__customer_city_sao pedro do ivai,0.0
cat__customer_city_sao pedro do sul,0.0
cat__customer_city_sao pedro do turvo,0.0
cat__customer_city_sao pedro dos ferros,0.0
cat__customer_city_sao rafael,0.0
cat__customer_city_sao raimundo nonato,0.0
cat__customer_city_sao romao,0.0
cat__customer_city_sao roque,0.0
cat__customer_city_sao roque de minas,0.0
cat__customer_city_sao roque do canaa,0.0
cat__customer_city_sao sebastiao,0.0
cat__customer_city_sao sebastiao da amoreira,0.0
cat__customer_city_sao sebastiao da boa vista,0.0
cat__customer_city_sao sebastiao da grama,0.0
cat__customer_city_sao miguel do iguacu,0.0
cat__customer_city_sao miguel do guama,0.0
cat__customer_city_sao lourenco da mata,0.0
cat__customer_city_sao miguel do gostoso,0.0
cat__customer_city_sao lourenco da serra,0.0
cat__customer_city_sao lourenco do oeste,0.0
cat__customer_city_sao lourenco do piaui,0.0
cat__customer_city_sao lourenco do sul,0.0
cat__customer_city_sao ludgero,0.0
cat__customer_city_sao luis de montes belos,0.0
cat__customer_city_sao luis do curu,0.0
cat__customer_city_sao luis do paraitinga,0.0
cat__customer_city_sao luis do quitunde,0.0
cat__customer_city_sao luiz do norte,0.0
cat__customer_city_sao luiz gonzaga,0.0
cat__customer_city_sao mamede,0.0
cat__customer_city_sao manuel,0.0
cat__customer_city_sao marcos,0.0
cat__customer_city_sao martinho,0.0
cat__customer_city_sao mateus,0.0
cat__customer_city_sao mateus de minas,0.0
cat__customer_city_sao mateus do maranhao,0.0
cat__customer_city_sao mateus do sul,0.0
cat__customer_city_sao miguel,0.0
cat__customer_city_sao miguel arcanjo,0.0
cat__customer_city_sao miguel das matas,0.0
cat__customer_city_sao miguel do anta,0.0
cat__customer_city_sao miguel do araguaia,0.0
cat__customer_city_sao miguel do cambui,0.0
cat__customer_city_sao joao de iracema,0.0
cat__customer_city_sao joao da parauna,0.0
cat__customer_city_santana do deserto,0.0
cat__customer_city_santo antonio do rio abaixo,0.0
cat__customer_city_santo antonio do caiua,0.0
cat__customer_city_santo antonio do canaa,0.0
cat__customer_city_santo antonio do descoberto,0.0
cat__customer_city_santo antonio do grama,0.0
cat__customer_city_santo antonio do itambe,0.0
cat__customer_city_santo antonio do jacinto,0.0
cat__customer_city_santo antonio do jardim,0.0
cat__customer_city_santo antonio do leste,0.0
cat__customer_city_santo antonio do leverger,0.0
cat__customer_city_santo antonio do monte,0.0
cat__customer_city_santo antonio do palma,0.0
cat__customer_city_santo antonio do pinhal,0.0
cat__customer_city_santo antonio do sudoeste,0.0
cat__customer_city_sao joao da mata,0.0
cat__customer_city_santo augusto,0.0
cat__customer_city_santo cristo,0.0
cat__customer_city_santo eduardo,0.0
cat__customer_city_santo estevao,0.0
cat__customer_city_santo expedito do sul,0.0
cat__customer_city_santo hipolito,0.0
cat__customer_city_santo inacio,0.0
cat__customer_city_santos dumont,0.0
cat__customer_city_sao benedito,0.0
cat__customer_city_sao benedito do sul,0.0
cat__customer_city_sao bentinho,0.0
cat__customer_city_sao bento,0.0
cat__customer_city_santo antonio do aventureiro,0.0
cat__customer_city_santo antonio do aracangua,0.0
cat__customer_city_santo antonio do amparo,0.0
cat__customer_city_santo antonio de posse,0.0
cat__customer_city_santana do ipanema,0.0
cat__customer_city_santana do jacare,0.0
cat__customer_city_santana do livramento,0.0
cat__customer_city_santana do manhuacu,0.0
cat__customer_city_santana do mundau,0.0
cat__customer_city_santana do paraiso,0.0
cat__customer_city_santana do serido,0.0
cat__customer_city_santana do sobrado,0.0
cat__customer_city_santana dos montes,0.0
cat__customer_city_santanesia,0.0
cat__customer_city_santiago,0.0
cat__customer_city_santo amaro,0.0
cat__customer_city_santo amaro da imperatriz,0.0
cat__customer_city_santo amaro de campos,0.0
cat__customer_city_santo anastacio,0.0
cat__customer_city_santo angelo,0.0
cat__customer_city_santo antonio,0.0
cat__customer_city_santo antonio da alegria,0.0
cat__customer_city_santo antonio da patrulha,0.0
cat__customer_city_santo antonio da platina,0.0
cat__customer_city_santo antonio das missoes,0.0
cat__customer_city_santo antonio das queimadas,0.0
cat__customer_city_santo antonio de goias,0.0
cat__customer_city_santo antonio de jesus,0.0
cat__customer_city_santo antonio de padua,0.0
cat__customer_city_sao bento abade,0.0
cat__customer_city_sao bento do sapucai,0.0
cat__customer_city_sao bento do sul,0.0
cat__customer_city_sao francisco de itabapoana,0.0
cat__customer_city_sao francisco do conde,0.0
cat__customer_city_sao francisco do gloria,0.0
cat__customer_city_sao francisco do guapore,0.0
cat__customer_city_sao francisco do humaita,0.0
cat__customer_city_sao francisco do sul,0.0
cat__customer_city_sao gabriel,0.0
cat__customer_city_sao gabriel da palha,0.0
cat__customer_city_sao gabriel do oeste,0.0
cat__customer_city_sao geraldo,0.0
cat__customer_city_sao geraldo do baguari,0.0
cat__customer_city_acreuna,0.0
cat__customer_city_sao goncalo do abaete,0.0
cat__customer_city_sao goncalo do amarante,0.0
cat__customer_city_sao goncalo do para,0.0
cat__customer_city_sao goncalo do rio abaixo,0.0
cat__customer_city_sao goncalo do rio preto,0.0
cat__customer_city_sao goncalo do sapucai,0.0
cat__customer_city_sao gotardo,0.0
cat__customer_city_sao jeronimo,0.0
cat__customer_city_sao joao,0.0
cat__customer_city_sao joao batista,0.0
cat__customer_city_sao joao batista do gloria,0.0
cat__customer_city_sao joao d'alianca,0.0
cat__customer_city_sao joao da barra,0.0
cat__customer_city_sao joao da boa vista,0.0
cat__customer_city_sao francisco de paula,0.0
cat__customer_city_sao francisco de assis,0.0
cat__customer_city_sao bento do una,0.0
cat__customer_city_sao francisco,0.0
cat__customer_city_sao bernardino,0.0
cat__customer_city_sao bonifacio,0.0
cat__customer_city_sao borja,0.0
cat__customer_city_sao bras,0.0
cat__customer_city_sao bras do suacui,0.0
cat__customer_city_sao carlos do ivai,0.0
cat__customer_city_sao clemente,0.0
cat__customer_city_sao cristovao,0.0
cat__customer_city_sao cristovao do sul,0.0
cat__customer_city_sao desiderio,0.0
cat__customer_city_sao domingos,0.0
cat__customer_city_sao domingos das dores,0.0
cat__customer_city_sao domingos do araguaia,0.0
cat__customer_city_sao domingos do maranhao,0.0
cat__customer_city_sao domingos do norte,0.0
cat__customer_city_sao domingos do prata,0.0
cat__customer_city_sao domingos do sul,0.0
cat__customer_city_sao felipe,0.0
cat__customer_city_sao felix,0.0
cat__customer_city_sao felix de minas,0.0
cat__customer_city_sao felix do araguaia,0.0
cat__customer_city_sao felix do coribe,0.0
cat__customer_city_sao felix do xingu,0.0
cat__customer_city_sao fernando,0.0
cat__customer_city_sao fidelis,0.0
cat__customer_city_machadinho,0.0
cat__customer_city_lins,0.0
cat__customer_city_acucena,0.0
cat__customer_city_campos borges,0.0
cat__customer_city_campo formoso,0.0
cat__customer_city_campo grande do piaui,0.0
cat__customer_city_campo largo,0.0
cat__customer_city_campo limpo paulista,0.0
cat__customer_city_campo magro,0.0
cat__customer_city_campo maior,0.0
cat__customer_city_campo mourao,0.0
cat__customer_city_campo novo,0.0
cat__customer_city_campo novo do parecis,0.0
cat__customer_city_campo verde,0.0
cat__customer_city_campos altos,0.0
cat__customer_city_campos belos,0.0
cat__customer_city_campos de julio,0.0
cat__customer_city_campo ere,0.0
cat__customer_city_campos do jordao,0.0
cat__customer_city_campos gerais,0.0
cat__customer_city_campos novos,0.0
cat__customer_city_campos sales,0.0
cat__customer_city_campos verdes,0.0
cat__customer_city_camutanga,0.0
cat__customer_city_canaa dos carajas,0.0
cat__customer_city_cananeia,0.0
cat__customer_city_canapi,0.0
cat__customer_city_canapolis,0.0
cat__customer_city_canarana,0.0
cat__customer_city_canavieiras,0.0
cat__customer_city_campo florido,0.0
cat__customer_city_campo do tenente,0.0
cat__customer_city_candeias,0.0
cat__customer_city_campinacu,0.0
cat__customer_city_camocim,0.0
cat__customer_city_camocim de sao felix,0.0
cat__customer_city_campanario,0.0
cat__customer_city_campanha,0.0
cat__customer_city_campestre,0.0
cat__customer_city_campestre da serra,0.0
cat__customer_city_campestre do maranhao,0.0
cat__customer_city_campina da lagoa,0.0
cat__customer_city_campina das missoes,0.0
cat__customer_city_campina do monte alegre,0.0
cat__customer_city_campina grande do sul,0.0
cat__customer_city_campina verde,0.0
cat__customer_city_campinapolis,0.0
cat__customer_city_campo do meio,0.0
cat__customer_city_campinas do sul,0.0
cat__customer_city_campinorte,0.0
cat__customer_city_campo alegre,0.0
cat__customer_city_campo alegre de goias,0.0
cat__customer_city_campo alegre de lourdes,0.0
cat__customer_city_campo alegre de minas,0.0
cat__customer_city_campo alegre do fidalgo,0.0
cat__customer_city_campo azul,0.0
cat__customer_city_campo belo,0.0
cat__customer_city_campo bom,0.0
cat__customer_city_campo bonito,0.0
cat__customer_city_campo do brito,0.0
cat__customer_city_candeal,0.0
cat__customer_city_candeias do jamari,0.0
cat__customer_city_caravelas,0.0
cat__customer_city_capivari,0.0
cat__customer_city_capelinha,0.0
cat__customer_city_capetinga,0.0
cat__customer_city_capim branco,0.0
cat__customer_city_capim grosso,0.0
cat__customer_city_capinopolis,0.0
cat__customer_city_capinzal,0.0
cat__customer_city_capinzal do norte,0.0
cat__customer_city_capistrano,0.0
cat__customer_city_capitao eneas,0.0
cat__customer_city_capitao leonidas marques,0.0
cat__customer_city_capitao poco,0.0
cat__customer_city_capitolio,0.0
cat__customer_city_capivari de baixo,0.0
cat__customer_city_capela do alto alegre,0.0
cat__customer_city_caputira,0.0
cat__customer_city_caracol,0.0
cat__customer_city_caraguatatuba,0.0
cat__customer_city_carai,0.0
cat__customer_city_caraiba,0.0
cat__customer_city_caraibas,0.0
cat__customer_city_carajas,0.0
cat__customer_city_carambei,0.0
cat__customer_city_carandai,0.0
cat__customer_city_carangola,0.0
cat__customer_city_carapebus,0.0
cat__customer_city_caratinga,0.0
cat__customer_city_capela nova,0.0
cat__customer_city_capela do alto,0.0
cat__customer_city_candelaria,0.0
cat__customer_city_caninde de sao francisco,0.0
cat__customer_city_candido de abreu,0.0
cat__customer_city_candido mendes,0.0
cat__customer_city_candido mota,0.0
cat__customer_city_candido rodrigues,0.0
cat__customer_city_candido sales,0.0
cat__customer_city_candiota,0.0
cat__customer_city_candoi,0.0
cat__customer_city_canela,0.0
cat__customer_city_canelinha,0.0
cat__customer_city_cangucu,0.0
cat__customer_city_canhotinho,0.0
cat__customer_city_caninde,0.0
cat__customer_city_canitar,0.0
cat__customer_city_capela de santana,0.0
cat__customer_city_canoinhas,0.0
cat__customer_city_cansancao,0.0
cat__customer_city_cantagalo,0.0
cat__customer_city_canto do buriti,0.0
cat__customer_city_canudos,0.0
cat__customer_city_capanema,0.0
cat__customer_city_capao bonito,0.0
cat__customer_city_capao da canoa,0.0
cat__customer_city_capao da porteira,0.0
cat__customer_city_capao do cipo,0.0
cat__customer_city_capao do leao,0.0
cat__customer_city_capela,0.0
cat__customer_city_cameta,0.0
cat__customer_city_cambuquira,0.0
cat__customer_city_cambui,0.0
cat__customer_city_cabo verde,0.0
cat__customer_city_buritirama,0.0
cat__customer_city_buritis,0.0
cat__customer_city_buritizal,0.0
cat__customer_city_buritizeiro,0.0
cat__customer_city_butia,0.0
cat__customer_city_caarapo,0.0
cat__customer_city_cabaceiras do paraguacu,0.0
cat__customer_city_cabeceira grande,0.0
cat__customer_city_cabeceiras,0.0
cat__customer_city_cabedelo,0.0
cat__customer_city_cabixi,0.0
cat__customer_city_cabo de santo agostinho,0.0
cat__customer_city_cabralia paulista,0.0
cat__customer_city_buriti dos lopes,0.0
cat__customer_city_cabreuva,0.0
cat__customer_city_cabrobo,0.0
cat__customer_city_cacador,0.0
cat__customer_city_cacapava,0.0
cat__customer_city_cacapava do sul,0.0
cat__customer_city_cacaulandia,0.0
cat__customer_city_cacequi,0.0
cat__customer_city_caceres,0.0
cat__customer_city_cachoeira,0.0
cat__customer_city_cachoeira alta,0.0
cat__customer_city_cachoeira da prata,0.0
cat__customer_city_cachoeira de minas,0.0
cat__customer_city_buriticupu,0.0
cat__customer_city_buriti do tocantins,0.0
cat__customer_city_cambuci,0.0
cat__customer_city_brotas,0.0
cat__customer_city_brazopolis,0.0
cat__customer_city_brejetuba,0.0
cat__customer_city_brejo,0.0
cat__customer_city_brejo bonito,0.0
cat__customer_city_brejo da madre de deus,0.0
cat__customer_city_brejo dos santos,0.0
cat__customer_city_brejo santo,0.0
cat__customer_city_brejoes,0.0
cat__customer_city_brejolandia,0.0
cat__customer_city_breu branco,0.0
cat__customer_city_breves,0.0
cat__customer_city_brodowski,0.0
cat__customer_city_brotas de macaubas,0.0
cat__customer_city_buriti alegre,0.0
cat__customer_city_brumadinho,0.0
cat__customer_city_brumado,0.0
cat__customer_city_brusque,0.0
cat__customer_city_bueno brandao,0.0
cat__customer_city_buenopolis,0.0
cat__customer_city_buenos aires,0.0
cat__customer_city_buerarema,0.0
cat__customer_city_bugre,0.0
cat__customer_city_buique,0.0
cat__customer_city_buri,0.0
cat__customer_city_buritama,0.0
cat__customer_city_buriti,0.0
cat__customer_city_cachoeira de pajeu,0.0
cat__customer_city_cachoeira do campo,0.0
cat__customer_city_cachoeira do sul,0.0
cat__customer_city_california da barra,0.0
cat__customer_city_cajobi,0.0
cat__customer_city_cajueiro,0.0
cat__customer_city_cajuri,0.0
cat__customer_city_cajuru,0.0
cat__customer_city_calcado,0.0
cat__customer_city_caldas,0.0
cat__customer_city_caldas brandao,0.0
cat__customer_city_caldas do jorro,0.0
cat__customer_city_caldas novas,0.0
cat__customer_city_caldeirao grande,0.0
cat__customer_city_caldeirao grande do piaui,0.0
cat__customer_city_california,0.0
cat__customer_city_camacan,0.0
cat__customer_city_cachoeira dourada,0.0
cat__customer_city_camacho,0.0
cat__customer_city_camamu,0.0
cat__customer_city_camanducaia,0.0
cat__customer_city_camapua,0.0
cat__customer_city_camaqua,0.0
cat__customer_city_camaragibe,0.0
cat__customer_city_cambara,0.0
cat__customer_city_cambara do sul,0.0
cat__customer_city_cambe,0.0
cat__customer_city_cambiasca,0.0
cat__customer_city_cambira,0.0
cat__customer_city_camboriu,0.0
cat__customer_city_cajazeiras,0.0
cat__customer_city_cajati,0.0
cat__customer_city_cajari,0.0
cat__customer_city_cajapio,0.0
cat__customer_city_cachoeira paulista,0.0
cat__customer_city_cachoeiras de macacu,0.0
cat__customer_city_cachoeirinha,0.0
cat__customer_city_cacimbinhas,0.0
cat__customer_city_cacoal,0.0
cat__customer_city_caconde,0.0
cat__customer_city_cacu,0.0
cat__customer_city_cacule,0.0
cat__customer_city_caem,0.0
cat__customer_city_caetanopolis,0.0
cat__customer_city_caetanos,0.0
cat__customer_city_caete,0.0
cat__customer_city_caetes,0.0
cat__customer_city_caetite,0.0
cat__customer_city_cafeara,0.0
cat__customer_city_cafelandia,0.0
cat__customer_city_caiana,0.0
cat__customer_city_caiaponia,0.0
cat__customer_city_caibate,0.0
cat__customer_city_caibi,0.0
